question_id,question_name,polling_response,demographic_category,demographic_variable,values,total_counts,response_type,question_type,question_name_preamble,polling_response_coded
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,2024 Presidential Vote,Harris,0.06,405,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,2024 Presidential Vote,Other,0.06,175,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Party Affiliation,Republican,0.03,358,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Party Affiliation,Independent,0.04,299,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Party Affiliation,Democrat,0.07,344,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Systems-Impacted Status,Any Impact,0.04,689,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Systems-Impacted Status,Personally Impacted,0.03,134,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Systems-Impacted Status,Personally Incarcerated,0.02,93,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Systems-Impacted Status,Personally on Probation,0.03,106,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Systems-Impacted Status,Knows Someone Incarcerated,0.04,632,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Systems-Impacted Status,Knows Someone on Probation,0.03,571,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Age,18-34,0.07,250,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Age,35-49,0.05,240,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Age,50-64,0.02,235,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
20,Any criminal justice reform must put public safety/community safety as its top priority,Not Sure,Age,65,0.04,250,agree_disagree,criminal_justice_reforms,"Now, I am going to read you a series of statements about the criminal justice system. For each, please tell me whether you agree or disagree with them.",3
